20,Naftëtari
27,Besëlidhja
28,Burreli
30,Kamza
33,Luftëtari
39,Sopoti
41,Tomori
50,B. Bou Arreridj
57,JSM Béjaïa
60,El Eulma
63,MO Béjaïa
69,Kouba
70,Mohammadia
74,Bel Abbès
75,Blida
77,USM Sétif
142,Tiro Federal
148,Banants-2
149,Impulse
153,Kilikia
157,Pyunik-2
181,Vöcklabruck
184,Gratkorn
185,Hard
186,Kärnten
187,FC Lustenau
188,Wiener Neustadt
201,Parndorf
206,Bad Aussee
207,Grödig
208,Mattersburg
215,Baku
218,Khazar
219,Masalli
237,Riffa
239,East Riffa
242,Manama Club
243,Muharraq
264,Partizan Minsk
269,Shakhtyor Soligorsk
282,Wetteren
285,Tournai
290,KR Boom
292,Racing Mechelen
293,Ronse
296,Oostende
297,Turnhout
310,Beveren
318,Eendracht Aalst
319,Heist
322,WS Woluwe
350,Bosna
353,Drina Z
354,Igman
356,Kozara
358,Leotar
361,Modriča
362,Olimpik Sarajevo
369,Slavija
378,Orasje
385,Gradina
387,Jedinstvo
392,Travnik
394,Zvijezda
423,Paraná
430,Santo André
440,Brestnik
441,OFC Pomorie
445,Botev Krivodol
456,Kaliakra
457,Bdin Vidin
459,Litex
463,Malesh
466,Rakovski
469,Neftochimic
470,Sliven
474,Pirin GD
476,Rodopa
479,Spartak Plovdiv
483,Svilengrad
484,Vidima-Rakovski
485,Vihren
486,Volov
537,Chongqing Lifan
542,Guangzhou FC
553,Shanghai Shenxin
555,Hunan Billows
557,Beijing Renhe
566,Tianjin Tianhai
567,Xiamen
588,Limon
608,Inter Zaprešić
610,Junak
613,H. Dragovoljac
614,Imotski
615,Marsonia
617,Lučko
618,Medimurje
620,Mosor Zrnovnica
622,Pomorac Kostrena
624,Solin
625,Vinogradar
628,NK Zagreb
629,RNK Split
634,AEP (d)
635,APEP Pitsilia
637,APOP (p)
638,ASIL
647,Ayia Napa
648,Digenis
651,Alki
654,Chalkanoras Idaliou
655,Othellos Athienou
677,Baník Most
683,Znojmo
698,Zenit Cáslav
708,Avarta
709,Skjold
711,Blokhus FC
712,B 1909
716,Frederikssund IK
717,Brønshøj
722,FC Fyn
723,FC Hjørring
728,FC Vestsjælland
730,Glostrup
731,Greve
733,Herfølge
747,Nordvest
751,Skive
752,Skovbakken
755,Svendborg
757,Thisted
758,Vanløse
763,Ølstykke FC
786,Al-Shorta
795,Atl. Marte
801,O Municipal
808,Alfreton Town
819,Bishop's Stortford
835,Burscough
837,Bury
839,Cambridge City
849,Chippenham
852,Corby
861,Dorchester
863,Droylsden
866,Eastwood
874,Fisher Athletic
882,Grays
884,Guiseley
888,Harrow
890,Havant & W'ville
891,Hayes & Yeading
894,Hendon
897,Histon
899,Hucknall
902,Hyde Utd
905,Kettering
911,Leigh
912,Lewes
922,Margate
935,Nuneaton
950,Rushden
963,Stafford
965,Stalybridge Celtic
982,Welling Utd
988,Witton
991,Worcester
1002,Flora II
1006,Levadia II
1010,Parnu
1018,Viljandi Tulevik
1024,Cementarnica 55
1028,Ohrid Lote
1030,11 Oktomvri
1034,Pobeda
1037,Turnovo
1040,Metalurg Skopje
1045,Renova
1049,Teteks
1088,Hämeenlinna
1092,Viikingit
1100,JJK
1105,MyPa
1108,RoPS Rovaniemi
1110,TPV
1115,HIFK Helsinki
1189,Zestafoni
1196,Sioni
1197,FC Tskhinvali
1199,WIT
1210,Altona 93
1212,Cloppenburg
1214,Bayer Leverkusen II
1216,Bayern II
1218,Chemnitzer
1220,B. Mönchengladbach II
1221,Carl Zeiss Jena
1230,Sachsen Leipzig
1233,Pirmasens
1234,FSV Frankfurt
1235,Oggersheim
1237,Hallescher FC
1239,Hamburg II
1245,Hessen Kassel
1248,Kickers Emden
1249,Kickers Offenbach
1251,Rot-Weiss Ahlen
1254,Rot-Weiss Oberhausen
1257,Pfullendorf
1260,Reutlingen
1261,Babelsberg
1270,Wilhelmshaven
1274,Sportfreunde Siegen
1275,Stuttgarter Kickers
1279,Koblenz
1287,Aalen
1302,Agrotikos Asteras
1304,Aiolikos
1312,AO Kavala
1315,Diagoras
1316,Doxa Drama
1318,Ergotelis
1322,Ethnikos Piraeus
1325,Trikala
1327,Ilioupoli
1329,Ionikos
1330,Iraklis Larisas
1333,Kerkyra
1334,Korinthos
1338,Makedonikos
1350,Kastoria
1356,Panachaiki
1359,Panegialios
1364,Rodos
1365,Pierikos
1366,Xanthi
1367,Thermaikos
1370,Veria
1371,Vyzas
1372,Heredia
1376,Mictlan
1379,Xinabajul
1380,Juventud Retalteca
1390,Deportes Savio
1393,Necaxa
1410,Balmazújváros
1412,BKV Előre
1413,Baja
1415,Eger
1417,Budaörsi
1432,Orosháza
1435,Kaposvár
1442,Szeged
1446,Cegléd
1447,REAC
1448,Szolnok
1450,Paksi B
1454,Szigetszentmiklós
1456,Veszprém
1484,Grindavík
1499,Chirag Utd
1502,Air India
1510,Mumbai
1513,Salgaocar
1561,Chievo
1565,Martina
1567,Nocerina
1568,Pavia
1569,Bassano Virtus
1584,Brescia
1591,Foligno
1607,Portogruaro
1621,Lanciano
1623,Viareggio
1627,Tritium
1632,Varese
1711,Kazakhmys
1712,Vostok
1743,Gulbene
1744,FC Daugava
1749,Jūurmala
1757,Valmiera
1760,Olimps
1761,Metalurgs 2
1762,Ventspils 2
1763,Metalurgs
1766,Skonto
1769,Zibens
1771,REO Vilnius
1773,Atlantas
1776,Klaipeda
1777,Polonija
1784,Silute
1785,Taurus
1788,Mazeikiai
1789,Minija
1833,Sarawak
1882,Costuleni
1884,Dinamo Bender
1887,Nistru
1890,Tiraspol
1891,Viitorul
1892,Sfintul
1894,Tiligul-Tiras
1981,Haarlem
2029,Team Wellington
2099,Mandalskameratene
2107,Løv-Ham
2111,Nybergsund
2113,Randaberg
2128,Atl. Chiriquí
2184,José Gálvez
2216,Baltyk
2227,Rybnik
2235,Polkowice
2236,Górnik W.
2255,Garbarnia
2268,Stomil Olsztyn
2270,Odra W.
2292,Ruch R.
2293,S. Nowy Sącz
2300,Stal St.W.
2322,Zawisza
2333,Boavista
2334,União da Madeira
2336,Desp. Aves
2338,Fátima
2352,Olhanense
2360,Espinho
2388,Al-Mesaimeer
2410,Home Farm
2413,Limerick
2414,Longford
2433,Arieşul Turda
2434,Brăila
2435,Liberty
2438,Aerostar Bacău
2439,Academica Clinceni
2442,CSM Câmpia
2444,Mureşul
2445,Vointa Sibiu
2446,Pandurii
2454,Delta Tulcea
2456,Dinamo București B
2459,Minaur Baia Mare
2463,Caracal
2464,Turnu Severin
2468,Snagov
2469,Timişoara
2474,Dunărea Galaţi
2477,Corona
2478,Gaz Metan
2487,Jiul Petrosani
2488,Sportul Studenţesc
2490,Unirea Alba Iulia
2491,Unirea Urziceni
2581,Najran
2584,Albion Rovers
2585,Alloa Athletic
2591,Berwick Rangers
2592,Brechin
2597,Cowdenbeath
2605,East Fife
2606,East Stirling
2609,Forfar Athletic
2612,Gretna
2627,Nithsdale
2641,Stranraer
2648,Borča
2654,Bud. Valjevo
2657,Dinamo Vranje
2659,Bežanija
2661,Big Bull
2668,Novi Sad
2670,Palilulac
2674,Sinđelić Niš
2676,Sloga Požega
2684,Hajduk Belgrade
2690,Mladost Apatin
2694,Mladenovac
2695,OFK Niš
2697,Proleter NS
2703,Sloga Kraljevo
2707,Zlatibor Voda
2724,Humenné
2728,Artmedia
2733,FC Nitra
2734,ViOn
2739,Inter Bratislava
2742,Dubnica
2749,Rimavská Sobota
2752,Senec
2755,Šmartno
2759,Interblock
2760,Dob
2768,Železničar
2772,Jadran
2773,Kočevje
2775,Krško
2776,Krka
2784,Zavrč
2787,Rudar Velenje
2788,Triglav
2799,Dynamos
2802,Free State Stars
2811,Swallows
2817,Platinum Stars
2858,Manacor
2861,San Roque de Lepe
2950,Lanzarote
2973,Akropolis
2974,Assyriska FF
2978,Brynäs
2982,Enköping
2986,AFC Eskilstuna
2991,Fässberg
3003,Husqvarna
3008,Sylvia
3009,IFK Eskilstuna
3012,Luleå
3021,Sleipner
3022,IS Halmia
3027,Kiruna
3028,Kristianstad
3044,Qviding
3052,Syrianska FC
3060,Frölunda
3071,Concordia BS
3076,Chiasso
3079,Locarno
3091,La Chaux-de-Fonds
3119,EOG Kram
3128,Adıyamanspor
3140,Akhisar Bld
3146,Bucaspor
3151,Diyarbakırspor
3166,Gaziosmanpaşa
3167,Gebzespor
3170,Güngören Bld
3171,Hacettepespor
3174,Iskenderun D.Ç.
3177,Izmirspor
3179,Karşıyaka
3180,Karabükspor
3184,Kahramanmaraşspor
3188,K Erciyesspor
3190,Kırıkkalespor
3194,Mardinspor
3196,Mersin I.Y.
3198,Orduspor
3199,Pazarspor
3206,Tokatspor
